agency_cd	site_no	datetime	148703_00060_00003	148703_00060_00003_cd
5s	15s	20d	14n	10s
USGS	12091500	1938-06-15	103	A
USGS	12091500	1938-06-16	100	A
USGS	12091500	1938-06-17	97.0	A
USGS	12091500	1938-06-18	104	A
USGS	12091500	1938-06-19	104	A
USGS	12091500	1938-06-20	102	A
USGS	12091500	1938-06-21	100	A
USGS	12091500	1938-06-22	93.0	A
USGS	12091500	1938-06-23	83.0	A
USGS	12091500	1938-06-24	90.0	A
USGS	12091500	1938-06-25	97.0	A
USGS	12091500	1938-06-26	98.0	A
USGS	12091500	1938-06-27	95.0	A
USGS	12091500	1938-06-28	90.0	A
USGS	12091500	1938-06-29	88.0	A
USGS	12091500	1938-06-30	98.0	A
USGS	12091500	1938-07-01	97.0	A
USGS	12091500	1938-07-02	95.0	A
USGS	12091500	1938-07-03	95.0	A
USGS	12091500	1938-07-04	93.0	A
USGS	12091500	1938-07-05	93.0	A
USGS	12091500	1938-07-06	93.0	A
USGS	12091500	1938-07-07	90.0	A
USGS	12091500	1938-07-08	83.0	A
USGS	12091500	1938-07-09	82.0	A
USGS	12091500	1938-07-10	83.0	A
USGS	12091500	1938-07-11	85.0	A
USGS	12091500	1938-07-12	90.0	A
USGS	12091500	1938-07-13	82.0	A
USGS	12091500	1938-07-14	80.0	A
USGS	12091500	1938-07-15	86.0	A
USGS	12091500	1938-07-16	80.0	A
USGS	12091500	1938-07-17	80.0	A
USGS	12091500	1938-07-18	80.0	A
USGS	12091500	1938-07-19	78.0	A
USGS	12091500	1938-07-20	77.0	A
USGS	12091500	1938-07-21	77.0	A
USGS	12091500	1938-07-22	74.0	A
USGS	12091500	1938-07-23	68.0	A
USGS	12091500	1938-07-24	74.0	A
USGS	12091500	1938-07-25	74.0	A
USGS	12091500	1938-07-26	72.0	A
USGS	12091500	1938-07-27	75.0	A
USGS	12091500	1938-07-28	68.0	A
USGS	12091500	1938-07-29	68.0	A
USGS	12091500	1938-07-30	68.0	A
USGS	12091500	1938-07-31	68.0	A
USGS	12091500	1938-08-01	68.0	A
USGS	12091500	1938-08-02	68.0	A
USGS	12091500	1938-08-03	68.0	A
USGS	12091500	1938-08-04	80.0	A
USGS	12091500	1938-08-05	68.0	A
USGS	12091500	1938-08-06	68.0	A
USGS	12091500	1938-08-07	68.0	A
USGS	12091500	1938-08-08	69.0	A
USGS	12091500	1938-08-09	69.0	A
USGS	12091500	1938-08-10	69.0	A
USGS	12091500	1938-08-11	69.0	A
USGS	12091500	1938-08-12	68.0	A
USGS	12091500	1938-08-13	68.0	A
USGS	12091500	1938-08-14	68.0	A
USGS	12091500	1938-08-15	68.0	A
USGS	12091500	1938-08-16	66.0	A
USGS	12091500	1938-08-17	66.0	A
USGS	12091500	1938-08-18	66.0	A
USGS	12091500	1938-08-19	66.0	A
USGS	12091500	1938-08-20	66.0	A
USGS	12091500	1938-08-21	66.0	A
USGS	12091500	1938-08-22	65.0	A
USGS	12091500	1938-08-23	65.0	A
USGS	12091500	1938-08-24	65.0	A
USGS	12091500	1938-08-25	63.0	A
USGS	12091500	1938-08-26	66.0	A
USGS	12091500	1938-08-27	65.0	A
USGS	12091500	1938-08-28	63.0	A
USGS	12091500	1938-08-29	65.0	A
USGS	12091500	1938-08-30	66.0	A
USGS	12091500	1938-08-31	66.0	A
USGS	12091500	1938-09-01	68.0	A
USGS	12091500	1938-09-02	68.0	A
USGS	12091500	1938-09-03	66.0	A
USGS	12091500	1938-09-04	69.0	A
USGS	12091500	1938-09-05	69.0	A
USGS	12091500	1938-09-06	69.0	A
USGS	12091500	1938-09-07	90.0	A
USGS	12091500	1938-09-08	92.0	A
USGS	12091500	1938-09-09	83.0	A
USGS	12091500	1938-09-10	80.0	A
USGS	12091500	1938-09-11	77.0	A
USGS	12091500	1938-09-12	82.0	A
USGS	12091500	1938-09-13	97.0	A
USGS	12091500	1938-09-14	95.0	A
USGS	12091500	1938-09-15	93.0	A
USGS	12091500	1938-09-16	90.0	A
USGS	12091500	1938-09-17	88.0	A
USGS	12091500	1938-09-18	86.0	A
USGS	12091500	1938-09-19	84.0	A
USGS	12091500	1938-09-20	82.0	A
USGS	12091500	1938-09-21	80.0	A
USGS	12091500	1938-09-22	77.0	A
USGS	12091500	1938-09-23	75.0	A
USGS	12091500	1938-09-24	73.0	A
USGS	12091500	1938-09-25	71.0	A
USGS	12091500	1938-09-26	69.0	A
USGS	12091500	1938-09-27	66.0	A
USGS	12091500	1938-09-28	64.0	A
USGS	12091500	1938-09-29	62.0	A
USGS	12091500	1938-09-30	62.0	A
USGS	12091500	1938-10-01	62.0	A
USGS	12091500	1938-10-02	60.0	A
USGS	12091500	1938-10-03	66.0	A
USGS	12091500	1938-10-04	60.0	A
USGS	12091500	1938-10-05	59.0	A
USGS	12091500	1938-10-06	56.0	A
USGS	12091500	1938-10-07	54.0	A
USGS	12091500	1938-10-08	51.0	A
USGS	12091500	1938-10-09	51.0	A
USGS	12091500	1938-10-10	56.0	A
USGS	12091500	1938-10-11	62.0	A
USGS	12091500	1938-10-12	62.0	A
USGS	12091500	1938-10-13	59.0	A
USGS	12091500	1938-10-14	56.0	A
USGS	12091500	1938-10-15	54.0	A
USGS	12091500	1938-10-16	53.0	A
USGS	12091500	1938-10-17	51.0	A
USGS	12091500	1938-10-18	51.0	A
USGS	12091500	1938-10-19	51.0	A
USGS	12091500	1938-10-20	51.0	A
USGS	12091500	1938-10-21	51.0	A
USGS	12091500	1938-10-22	53.0	A
USGS	12091500	1938-10-23	54.0	A
USGS	12091500	1938-10-24	57.0	A
USGS	12091500	1938-10-25	56.0	A
USGS	12091500	1938-10-26	59.0	A
USGS	12091500	1938-10-27	66.0	A
USGS	12091500	1938-10-28	60.0	A
USGS	12091500	1938-10-29	62.0	A
USGS	12091500	1938-10-30	66.0	A
USGS	12091500	1938-10-31	66.0	A
USGS	12091500	1938-11-01	65.0	A
USGS	12091500	1938-11-02	65.0	A
USGS	12091500	1938-11-03	74.0	A
USGS	12091500	1938-11-04	69.0	A
USGS	12091500	1938-11-05	68.0	A
USGS	12091500	1938-11-06	68.0	A
USGS	12091500	1938-11-07	68.0	A
USGS	12091500	1938-11-08	71.0	A
USGS	12091500	1938-11-09	77.0	A
USGS	12091500	1938-11-10	77.0	A
USGS	12091500	1938-11-11	74.0	A
USGS	12091500	1938-11-12	71.0	A
USGS	12091500	1938-11-13	71.0	A
USGS	12091500	1938-11-14	71.0	A
USGS	12091500	1938-11-15	74.0	A
USGS	12091500	1938-11-16	85.0	A
USGS	12091500	1938-11-17	71.0	A
USGS	12091500	1938-11-18	62.0	A
USGS	12091500	1938-11-19	62.0	A
USGS	12091500	1938-11-20	66.0	A
USGS	12091500	1938-11-21	68.0	A
USGS	12091500	1938-11-22	65.0	A
USGS	12091500	1938-11-23	60.0	A
USGS	12091500	1938-11-24	57.0	A
USGS	12091500	1938-11-25	56.0	A
USGS	12091500	1938-11-26	53.0	A
USGS	12091500	1938-11-27	51.0	A
USGS	12091500	1938-11-28	50.0	A
USGS	12091500	1938-11-29	48.0	A
USGS	12091500	1938-11-30	50.0	A
USGS	12091500	1938-12-01	53.0	A
USGS	12091500	1938-12-02	66.0	A
USGS	12091500	1938-12-03	60.0	A
USGS	12091500	1938-12-04	57.0	A
USGS	12091500	1938-12-05	54.0	A
USGS	12091500	1938-12-06	48.0	A
USGS	12091500	1938-12-07	50.0	A
USGS	12091500	1938-12-08	54.0	A
USGS	12091500	1938-12-09	54.0	A
USGS	12091500	1938-12-10	60.0	A
USGS	12091500	1938-12-11	66.0	A
USGS	12091500	1938-12-12	69.0	A
USGS	12091500	1938-12-13	69.0	A
USGS	12091500	1938-12-14	68.0	A
USGS	12091500	1938-12-15	104	A
USGS	12091500	1938-12-16	117	A
USGS	12091500	1938-12-17	105	A
USGS	12091500	1938-12-18	100	A
