%year	month	day	sea-air CO2 flux (mmol m^-2 d^-1)
2018	10	23	-0.42
2018	10	24	-0.54
2018	10	25	-1.74
2018	10	26	-3.20
2018	10	27	-0.87
2018	10	28	-1.44
2018	10	29	-0.73
2018	10	30	-0.02
2018	10	31	0.02
2018	11	1	0.33
2018	11	2	0.14
2018	11	3	0.20
2018	11	4	1.66
2018	11	5	0.20
2018	11	6	0.34
2018	11	7	0.21
2018	11	8	0.21
2018	11	9	0.44
2018	11	10	0.14
2018	11	11	0.26
2018	11	12	0.14
2018	11	13	0.58
2018	11	14	1.27
2018	11	15	0.28
2018	11	16	0.33
2018	11	17	0.39
2018	11	18	0.29
2018	11	19	0.88
2018	11	20	0.28
2018	11	21	0.64
2018	11	22	2.61
2018	11	23	1.17
2018	11	24	0.42
2018	11	29	0.89
2018	11	30	0.39
2018	12	1	0.63
2018	12	2	0.31
2018	12	3	0.73
2018	12	4	0.17
2018	12	5	0.24
2018	12	6	0.16
2018	12	7	1.30
2018	12	8	0.37
2018	12	9	5.25
2018	12	10	1.49
2018	12	11	39.53
2018	12	13	6.19
2018	12	14	9.64
2018	12	15	16.98
2018	12	16	36.92
2018	12	17	2.49
2018	12	18	1.13
2018	12	19	1.01
2018	12	20	10.98
2018	12	21	4.27
2018	12	22	15.60
2018	12	23	10.33
2018	12	24	0.37
2018	12	25	0.53
2018	12	27	0.99
2018	12	28	4.09
2018	12	29	1.43
2018	12	30	4.07
2018	12	31	0.55
2019	1	1	0.37
2019	1	2	10.85
2019	1	3	4.47
2019	1	4	3.21
2019	1	5	1.23
2019	1	6	2.99
2019	1	7	0.66
2019	1	8	1.38
2019	1	9	0.20
2019	1	11	0.24
2019	1	12	0.13
2019	1	13	0.16
2019	1	14	0.06
2019	1	15	0.12
2019	1	16	0.59
2019	1	17	0.35
2019	1	18	3.18
2019	1	19	5.88
2019	1	20	0.85
2019	1	21	0.63
2019	1	23	1.45
2019	1	24	0.17
2019	1	25	0.38
2019	1	26	0.29
2019	1	27	0.32
2019	1	28	0.34
2019	1	29	0.56
2019	1	30	0.08
2019	1	31	0.14
2019	2	1	2.58
2019	2	2	8.68
2019	2	3	9.83
2019	2	4	12.74
2019	2	5	2.70
2019	2	6	1.14
2019	2	7	0.81
2019	2	8	4.30
2019	2	9	34.89
2019	2	10	7.66
2019	2	11	3.14
2019	2	12	3.35
2019	2	13	2.50
2019	2	14	0.82
2019	2	15	0.63
2019	2	16	1.89
2019	2	17	6.83
2019	2	18	1.11
2019	2	19	0.16
2019	2	20	1.03
2019	2	21	1.79
2019	2	22	3.66
2019	2	23	0.18
2019	2	25	7.02
2019	2	26	4.79
2019	2	27	0.48
2019	2	28	0.86
2019	3	1	0.61
2019	3	2	0.20
2019	3	4	1.70
2019	3	5	1.15
2019	3	6	1.21
2019	3	7	1.58
2019	3	8	3.71
2019	3	9	0.77
2019	3	10	0.66
2019	3	11	3.80
2019	3	12	5.61
2019	3	13	0.75
2019	3	14	1.23
2019	3	15	0.02
2019	3	16	-0.01
2019	3	17	-0.04
2019	3	18	-0.05
2019	3	19	-0.08
2019	3	20	-0.19
2019	3	21	-0.11
2019	3	22	-1.32
2019	3	23	-0.40
2019	3	24	-0.36
2019	3	25	-0.19
2019	3	26	-0.91
2019	3	27	-0.27
2019	3	28	-0.23
2019	3	29	-0.30
2019	3	30	-0.30
2019	3	31	-0.78
2019	4	1	-0.88
2019	4	2	-1.03
2019	4	3	-0.36
2019	4	4	-1.41
2019	4	5	-1.78
2019	4	6	-5.52
2019	4	7	-2.23
2019	4	8	-0.70
2019	4	9	-3.47
2019	4	10	-0.58
2019	4	11	-0.20
2019	4	12	-0.25
2019	4	13	-0.13
2019	4	16	-0.03
2019	4	17	-0.18
2019	4	18	-0.40
2019	4	19	-0.04
2019	4	22	-0.71
2019	4	23	-0.95
2019	4	24	-0.69
2019	4	25	-0.49
2019	4	26	-3.14
2019	4	27	-6.47
2019	4	28	-1.44
2019	4	29	-0.38
2019	4	30	-1.41
2019	5	1	-1.75
2019	5	2	-2.68
2019	5	3	-4.64
2019	5	4	-10.46
2019	5	5	-13.31
2019	5	6	-3.88
2019	5	7	-5.31
2019	5	8	-2.38
2019	5	9	-0.76
2019	5	10	-0.55
2019	5	11	-2.06
2019	5	12	-2.16
2019	5	13	-0.41
2019	5	14	-0.99
2019	5	15	-1.03
2019	5	16	-0.34
2019	5	17	-3.14
2019	5	18	-3.68
2019	5	19	-0.79
2019	5	20	-1.10
2019	5	21	-4.71
2019	5	22	-2.69
2019	5	23	-3.08
2019	5	24	-10.96
2019	5	25	-4.24
2019	5	26	-0.17
2019	5	27	-0.18
2019	5	28	-2.42
2019	5	29	-0.87
2019	5	30	-0.82
2019	5	31	-0.41
2019	6	1	-3.86
2019	6	2	-1.78
2019	6	3	-1.32
2019	6	4	-2.29
2019	6	5	-1.48
2019	6	6	-1.71
2019	6	7	-1.49
2019	6	8	-3.43
2019	6	9	-1.14
2019	6	10	-0.58
2019	6	11	-0.45
2019	6	12	-0.34
2019	6	13	-3.35
2019	6	14	-2.59
2019	6	15	-0.89
2019	6	16	-1.35
2019	6	17	-1.76
2019	6	18	-3.64
2019	6	21	-1.25
2019	6	22	-0.23
2019	6	23	-1.20
2019	6	24	-2.68
2019	6	25	-1.29
2019	6	26	-0.98
2019	6	27	-2.51
2019	6	28	-0.17
2019	7	8	-4.34
2019	7	9	-0.67
2019	7	10	-2.04
2019	7	11	-0.42
2019	7	12	-0.94
2019	7	13	-0.74
2019	7	14	-0.46
2019	7	15	-1.06
2019	7	16	-1.68
2019	7	17	-1.56
2019	7	18	-1.18
2019	7	19	-0.67
2019	7	20	-0.62
2019	7	21	-0.29
2019	7	22	-0.54
2019	7	23	-0.42
2019	7	25	-0.36
2019	7	26	-0.37
2019	7	29	-1.65
2019	7	30	-1.08
2019	7	31	-0.43
2019	8	1	-0.66
2019	8	2	-1.26
2019	8	3	-0.64
2019	8	4	-0.99
2019	8	5	-0.63
2019	8	6	-0.68
2019	8	7	-0.54
2019	8	8	-1.51
2019	8	9	-0.76
2019	8	10	-0.97
2019	8	11	-2.04
2019	8	12	-1.94
2019	8	13	-0.60
2019	8	14	-0.77
2019	8	15	-1.74
2019	8	16	-8.34
2019	8	17	-1.86
2019	8	18	-2.05
2019	8	19	-2.95
2019	8	20	-1.64
2019	8	21	-6.72
2019	8	22	-3.65
2019	8	23	-0.98
2019	8	24	-0.69
2019	8	25	-5.53
2019	8	26	-1.96
2019	8	27	-2.10
2019	8	28	-1.40
2019	8	29	-0.42
2019	8	30	-0.39
2019	8	31	-0.87
2019	9	1	-0.37
2019	9	2	-1.01
2019	9	3	-0.48
2019	9	4	-0.40
2019	9	5	-0.54
2019	9	6	-0.33
2019	9	9	-0.67
2019	9	10	-0.15
2019	9	11	-0.39
2019	9	12	-5.92
2019	9	13	-0.42
2019	9	14	-1.15
2019	9	15	-0.15
2019	9	16	-0.08
2019	9	17	-1.88
2019	9	18	-0.09
2019	9	19	-0.02
2019	9	20	-0.39
2019	9	21	-0.23
2019	9	22	-1.57
2019	9	23	-0.27
2019	9	24	-0.12
2019	9	25	-0.09
2019	9	26	-0.51
2019	9	27	5.00
2019	9	28	20.38
2019	9	29	6.63
2019	9	30	1.94
2019	10	1	0.51
2019	10	2	0.05
2019	10	3	0.67
2019	10	4	0.46
2019	10	5	0.42
2019	10	6	0.05
2019	10	7	1.04
2019	10	8	3.28
2019	10	9	2.67
2019	10	10	0.43
2019	10	11	0.13
2019	10	12	0.08
2019	10	13	-3.30
2019	10	14	-0.83
2019	10	15	-1.11
2019	10	16	-1.53
2019	10	17	1.36
2019	10	18	0.23
2019	10	19	0.15
2019	10	20	1.77
2019	10	21	1.53
2019	10	22	2.37
2019	10	23	1.94
2019	10	24	0.44
2019	10	25	4.53
2019	10	26	5.01
2019	10	27	1.30
2019	10	28	0.33
2019	10	29	0.23
2019	10	30	0.09
2019	10	31	0.05
2019	11	1	0.04
2019	11	2	-0.06
2019	11	3	-0.06
2019	11	4	0.00
2019	11	5	0.00
2019	11	6	-0.02
2019	11	7	-0.01
2019	11	8	0.00
2019	11	9	0.05
2019	11	10	-0.05
2019	11	11	0.00
2019	11	12	0.02
2019	11	13	0.01
2019	11	15	0.01
2019	11	16	0.63
2019	11	17	1.91
2019	11	18	0.15
2019	11	20	0.44
2019	11	21	0.21
2019	11	22	0.20
2019	11	23	1.70
2019	11	24	2.27
2019	11	25	6.58
2019	11	26	1.25
2019	11	27	14.54
2019	11	28	12.54
2019	11	29	1.05
2019	11	30	0.54
2019	12	1	0.82
2019	12	2	0.25
2019	12	3	0.16
2019	12	4	1.29
2019	12	5	0.98
2019	12	6	0.18
2019	12	7	0.09
2019	12	8	0.27
2019	12	9	0.13
2019	12	10	4.69
2019	12	11	8.10
2019	12	12	4.42
2019	12	13	0.20
2019	12	14	0.26
2019	12	15	1.17
2019	12	16	19.95
2019	12	17	13.20
2019	12	18	                      NaN
2019	12	19	18.91
2019	12	20	1.43
2019	12	21	0.39
2019	12	22	9.32
2019	12	23	0.97
2019	12	24	17.36
2019	12	25	2.28
2019	12	30	6.81
2019	12	31	2.55
2020	1	1	2.06
2020	1	2	8.47
2020	1	3	11.80
2020	1	4	2.23
2020	1	5	8.12
2020	1	6	4.57
2020	1	7	0.46
2020	1	8	0.48
2020	1	9	1.35
2020	1	10	26.88
2020	1	11	2.15
2020	1	12	7.91
2020	1	13	9.44
2020	1	14	5.38
2020	1	15	4.87
2020	1	16	3.90
2020	1	17	0.80
2020	1	18	19.96
2020	1	19	6.38
2020	1	20	3.59
2020	1	21	5.26
2020	1	22	4.95
2020	1	23	4.61
2020	1	24	1.54
2020	1	25	2.19
2020	1	26	5.97
2020	1	27	3.27
2020	1	28	2.25
2020	1	29	4.69
2020	1	30	4.22
2020	1	31	2.02
2020	2	1	7.49
2020	2	2	2.58
2020	2	3	4.96
2020	2	4	6.81
2020	2	5	6.39
2020	2	6	0.12
2020	2	7	2.12
2020	2	8	6.39
2020	2	9	0.66
2020	2	10	0.99
2020	2	11	0.27
2020	2	12	0.35
2020	2	13	3.52
2020	2	14	0.87
2020	2	15	2.11
2020	2	16	0.87
2020	2	17	1.82
2020	2	18	0.39
2020	2	19	0.39
2020	2	20	0.18
2020	2	21	0.12
2020	2	22	0.44
2020	2	23	5.51
2020	2	24	0.72
2020	2	25	2.94
2020	2	26	0.72
2020	2	27	0.21
2020	2	28	1.04
2020	2	29	2.00
2020	3	1	1.46
2020	3	2	1.04
2020	3	3	0.48
2020	3	4	0.84
2020	3	5	5.48
2020	3	6	0.52
2020	3	7	0.43
2020	3	8	0.44
2020	3	9	0.66
2020	3	10	4.70
2020	3	11	2.97
2020	3	12	7.60
2020	3	13	6.40
2020	3	14	13.78
2020	3	15	3.37
2020	3	16	1.25
2020	3	17	0.91
2020	3	18	0.75
2020	3	19	0.25
2020	3	20	0.13
2020	3	21	-0.69
2020	3	22	-0.99
2020	3	23	-3.26
2020	3	24	-1.65
2020	3	25	-1.20
2020	3	26	-1.22
2020	3	27	-5.94
2020	3	28	-3.43
2020	3	29	-1.92
2020	3	30	-5.14
2020	3	31	-3.52
2020	4	1	-2.89
2020	4	2	-1.43
2020	4	3	-2.77
2020	4	4	-0.74
2020	4	5	-0.83
2020	4	6	-0.74
2020	4	7	-7.55
2020	4	8	-1.10
2020	4	9	-0.41
2020	4	10	-1.98
2020	4	11	-1.15
2020	4	12	-0.23
2020	4	13	-0.18
2020	4	14	-0.84
2020	4	15	-1.24
2020	4	16	-0.44
2020	4	17	-1.09
2020	4	18	-1.51
2020	4	19	-2.76
2020	4	20	-2.02
2020	4	21	-2.86
2020	4	22	-2.47
2020	4	23	-3.11
2020	4	24	-3.20
2020	4	25	-4.07
2020	4	27	-2.51
2020	4	28	-3.67
2020	4	29	-1.07
2020	4	30	-5.30
2020	5	1	-2.50
2020	5	2	-1.61
2020	5	3	-2.26
2020	5	4	-3.16
2020	5	5	-1.77
2020	5	6	-1.34
2020	5	7	-0.76
2020	5	8	-0.60
2020	5	9	-0.38
2020	5	10	-0.18
2020	5	11	-0.46
2020	5	12	-0.84
2020	5	13	-0.28
2020	5	14	-7.56
2020	5	15	-2.57
2020	5	16	-2.74
2020	5	17	-0.96
2020	5	18	-1.30
2020	5	19	-2.29
2020	5	20	-3.55
2020	6	1	-6.51
2020	6	2	-2.47
2020	6	3	-0.80
2020	6	4	-0.93
2020	6	5	-1.10
2020	6	6	-1.00
2020	6	7	-6.23
2020	6	8	-5.30
2020	6	9	-0.78
2020	6	10	-0.70
2020	6	11	-0.76
2020	6	12	-1.28
2020	6	13	-1.11
2020	6	14	-1.38
2020	6	15	-1.40
2020	6	16	-1.31
2020	6	17	-1.61
2020	6	18	-0.54
2020	6	19	-0.71
2020	6	20	-0.03
2020	6	22	-0.84
2020	6	23	-0.16
2020	6	24	-2.32
2020	6	25	-1.33
2020	6	26	-0.21
2020	6	27	-2.66
2020	6	28	-1.67
2020	6	29	-3.60
2020	6	30	-11.56
2020	7	1	-11.59
2020	7	2	-5.48
2020	7	3	-3.50
2020	7	4	-2.56
2020	7	5	-2.84
2020	7	6	-0.86
2020	7	7	-0.91
2020	7	8	-0.34
2020	7	9	-1.04
2020	7	10	-1.30
2020	7	11	-0.97
2020	7	12	-0.50
2020	7	13	-1.06
2020	7	14	-0.97
2020	7	15	-3.26
2020	7	16	-1.96
2020	7	17	-3.73
2020	7	18	-4.41
2020	7	19	-4.39
2020	7	20	-0.63
2020	7	21	-0.39
2020	7	22	-0.43
2020	7	23	-1.84
2020	7	24	-5.44
2020	7	25	-4.32
2020	7	26	-1.51
2020	7	27	-1.57
2020	7	28	-1.26
2020	7	29	-0.43
2020	7	30	-0.28
2020	7	31	-0.82
2020	8	1	-2.19
2020	8	2	-0.96
2020	8	3	-0.88
2020	8	4	-0.75
2020	8	5	-1.27
2020	8	6	-2.11
2020	8	7	-3.07
2020	8	8	-3.67
2020	8	9	-1.33
2020	8	10	-2.54
2020	8	11	-3.07
2020	8	12	-5.65
2020	8	13	-0.42
2020	8	14	-0.86
2020	8	15	-0.76
2020	8	16	-0.46
2020	8	17	-2.23
2020	8	18	-2.76
2020	8	19	-1.08
2020	8	20	-3.36
2020	8	21	-2.96
2020	8	22	-0.99
2020	8	23	-0.95
2020	8	24	-1.91
2020	8	25	-2.53
2020	8	26	-2.72
2020	8	27	-1.88
2020	8	28	-1.98
2020	8	29	-7.26
2020	8	30	0.55
2020	8	31	-0.99
2020	9	1	-0.33
2020	9	2	-3.98
2020	9	3	-0.82
2020	9	4	-0.95
2020	9	5	-1.29
2020	9	6	-3.81
2020	9	7	-5.27
2020	9	8	-0.71
2020	9	9	-0.14
2020	9	10	-0.30
2020	9	11	-0.44
2020	9	12	-0.85
2020	9	13	-0.23
2020	9	14	-0.32
2020	9	15	-0.19
2020	9	16	-0.20
2020	9	17	-0.12
2020	9	18	-0.29
2020	9	19	-0.41
2020	9	20	-1.41
2020	9	21	-0.50
2020	9	22	-0.83
2020	9	23	-2.44
2020	9	24	-0.46
2020	9	25	-1.16
2020	9	26	0.07
2020	9	27	0.05
2020	9	28	0.00
2020	9	29	-0.02
2020	9	30	-0.03
2020	10	1	-0.02
2020	10	9	1.17
2020	10	10	3.14
2020	10	18	0.33
2020	10	19	0.27
2020	10	20	0.25
2020	10	21	1.58
2020	10	22	0.87
2020	10	23	11.43
2020	10	24	8.74
2020	10	25	1.11
2020	10	26	0.16
2020	10	27	2.64
2020	10	28	0.10
2020	10	29	1.49
2020	10	30	7.80
2020	10	31	2.48
2020	11	1	0.52
2020	11	2	0.90
2020	11	3	3.44
2020	11	4	1.58
2020	11	5	0.80
2020	11	6	7.36
2020	11	7	30.82
2020	11	8	20.60
2020	11	9	34.93
2020	11	10	1.70
2020	11	11	0.73
2020	11	12	16.76
2020	11	13	8.88
2020	11	14	20.60
2020	11	15	13.17
2020	11	16	0.57
2020	11	17	13.48
2020	11	18	1.24
2020	11	19	0.84
2020	11	20	2.61
2020	11	21	3.35
2020	11	22	4.08
2020	11	23	9.14
2020	11	24	9.51
2020	11	25	0.39
2020	11	26	0.32
2020	11	27	6.91
2020	11	28	1.26
2020	11	29	7.33
2020	11	30	6.72
2020	12	1	0.90
2020	12	2	0.47
2020	12	3	1.02
2020	12	4	0.14
2020	12	5	0.17
2020	12	6	1.44
2020	12	7	6.00
2020	12	8	1.06
2020	12	9	0.56
2020	12	10	6.37
2020	12	11	0.37
2020	12	12	1.60
2020	12	13	4.85
2020	12	14	0.40
2020	12	15	12.98
2020	12	16	4.91
2020	12	17	1.71
2020	12	18	5.59
2020	12	19	9.07
2020	12	20	2.46
2020	12	21	4.55
2020	12	22	17.70
2020	12	23	3.12
2020	12	24	0.68
2020	12	25	1.66
2020	12	26	1.25
2020	12	27	2.01
2020	12	28	0.24
2020	12	29	3.08
2020	12	30	13.36
2020	12	31	1.56
2021	1	1	7.25
2021	1	2	3.49
2021	1	3	0.36
2021	1	4	7.12
2021	1	5	11.21
2021	1	6	2.89
2021	1	7	2.63
2021	1	8	3.88
2021	1	9	5.82
2021	1	10	7.66
2021	1	11	3.54
2021	1	12	2.50
2021	1	13	0.92
2021	1	14	1.88
2021	1	15	2.26
2021	1	16	1.20
2021	1	17	1.46
2021	1	18	1.01
2021	1	19	0.20
2021	1	20	0.39
2021	1	21	0.36
2021	1	22	0.54
2021	1	23	0.33
2021	1	24	2.83
2021	1	25	0.11
2021	1	26	10.50
2021	1	27	0.67
2021	1	28	0.26
2021	1	29	0.21
2021	1	30	15.11
2021	1	31	7.60
2021	2	1	1.27
2021	2	2	0.61
2021	2	3	0.86
2021	2	4	0.45
2021	2	5	0.45
2021	2	6	2.67
2021	2	7	4.77
2021	2	8	3.67
2021	2	9	1.23
2021	2	10	0.94
2021	2	11	                      NaN
2021	2	12	                      NaN
2021	2	13	                      NaN
2021	2	14	                      NaN
2021	2	15	                      NaN
2021	2	16	                      NaN
2021	2	17	                      NaN
2021	2	18	                      NaN
