agency_cd	site_no	datetime	148595_00060_00003	148595_00060_00003_cd
5s	15s	20d	14n	10s
USGS	12061500	1945-06-03	570	A
USGS	12061500	1945-06-04	540	A
USGS	12061500	1945-06-05	520	A
USGS	12061500	1945-06-06	510	A
USGS	12061500	1945-06-07	500	A
USGS	12061500	1945-06-08	490	A
USGS	12061500	1945-06-09	480	A
USGS	12061500	1945-06-10	460	A
USGS	12061500	1945-06-11	450	A
USGS	12061500	1945-06-12	440	A
USGS	12061500	1945-06-13	430	A
USGS	12061500	1945-06-14	410	A
USGS	12061500	1945-06-15	400	A
USGS	12061500	1945-06-16	390	A
USGS	12061500	1945-06-17	380	A
USGS	12061500	1945-06-18	390	A
